number_sta,n_registros,fecha_min,fecha_max,lat,lon,height_sta,n_anios,cobertura,pct_nan_dd,pct_nan_ff,pct_nan_precip,pct_nan_hu,pct_nan_td,pct_nan_t,pct_nan_psl
53130008,261853,2016-01-01 00:00:00,2018-12-31 23:54:00,48.03,-0.75,100.0,3,0.9954873783454988,8.783554131519544e-05,8.783554131519544e-05,0.00013748171684113686,4.2008302368112815e-05,4.582723894708263e-05,4.582723894708263e-05,4.582723894708263e-05
53096004,262829,2016-01-01 00:00:00,2018-12-31 23:54:00,48.3,-0.96,168.0,3,0.9991978406326034,4.565706219628041e-05,4.565706219628041e-05,1.1414265549070102e-05,7.2290348477555e-05,8.37046140266251e-05,4.9461817379414796e-05,1.0
56166005,262251,2016-01-01 00:00:00,2018-12-31 23:54:00,47.92,-3.34,75.0,3,0.9970004562043796,1.0,1.0,0.00449187991656852,1.0,1.0,4.957083099776938e-05,1.0
56127001,262198,2016-01-03 13:00:00,2018-12-31 23:54:00,48.07,-2.28,87.0,3,0.9967989659367397,1.0,1.0,3.813911624073185e-06,1.0,1.0,4.958085111250732e-05,1.0
22113006,261269,2016-01-01 00:00:00,2018-12-31 23:54:00,48.76,-3.47,87.0,3,0.9932671836982968,7.272198385577244e-05,4.210220117961683e-05,0.00019902858739462292,3.8274728345166764e-05,4.9757146848627976e-05,4.9757146848627976e-05,4.9757146848627976e-05
29163003,262577,2016-01-01 00:00:00,2018-12-31 23:54:00,48.5,-3.85,147.0,3,0.9982398114355231,3.427566009206462e-05,3.427566009206462e-05,1.5233626707633618e-05,9.901857359939648e-05,0.0001294858270145527,5.712610015351505e-05,1.0
22168001,262503,2016-01-01 00:00:00,2018-12-31 23:54:00,48.83,-3.47,58.0,3,0.9979584854014598,0.0026742551513696533,0.0026742551513696533,0.005573269638823208,9.523700681512981e-05,9.523700681512981e-05,5.71422040891445e-05,9.904648708780606e-05
50209001,259017,2016-01-01 00:00:00,2018-12-31 23:54:00,49.65,-1.46,138.0,3,0.9847057481751825,0.00584131543489419,0.0058335939339888565,0.0002470880289711097,6.177200724277743e-05,6.177200724277743e-05,6.177200724277743e-05,6.177200724277743e-05
14137001,262650,2016-01-01 00:00:00,2018-12-31 23:54:00,49.18,-0.46,67.0,3,0.9985173357664233,0.000182752712735601,0.000182752712735601,0.0003731201218351021,6.472491909381706e-05,6.472491909381706e-05,6.472491909381706e-05,7.233961545782819e-05
85191003,262562,2016-01-01 00:00:00,2018-12-31 23:54:00,46.7,-1.38,91.0,3,0.9981827858880779,0.0002132829579298834,0.0002132829579298834,0.0001218759759599175,6.47466122287721e-05,6.47466122287721e-05,6.47466122287721e-05,6.47466122287721e-05
29214001,262389,2016-01-01 00:00:00,2018-12-31 23:54:00,47.92,-4.36,10.0,3,0.997525091240876,0.0040398034978600394,0.00012957860276152644,5.7167030630078663e-05,0.0014863427963824893,0.0015473209623878548,6.860043675616101e-05,1.0
49008001,262288,2016-01-01 00:00:00,2018-12-31 23:54:00,47.56,-0.97,65.0,3,0.9971411192214112,0.27519749283230643,0.27519749283230643,0.00030882083816263783,0.27243716830354414,0.27244479350942474,6.862685292507997e-05,1.0
35281001,261823,2016-01-01 00:00:00,2018-12-31 23:54:00,48.07,-1.73,37.0,3,0.9953733272506082,9.548435393380572e-05,9.548435393380572e-05,0.0002368011977557094,6.492936067492572e-05,7.256810898970123e-05,6.874873483231347e-05,0.0011190766281037323
22282001,262247,2016-01-01 00:00:00,2018-12-31 23:54:00,48.64,-2.25,35.0,3,0.9969852493917275,0.0007664530004156678,0.0007664530004156678,7.626398014104474e-06,0.00668072466033931,0.007222198919339395,7.245078113382597e-05,1.0
29276001,262773,2016-01-01 00:00:00,2018-12-31 23:54:00,48.66,-4.08,58.0,3,0.9989849452554744,0.012535534472719823,0.010682223820559944,0.00022833396125176986,0.000799168864381028,0.0008067799964227573,7.611132041729363e-05,1.0
61387001,258241,2016-01-01 00:00:00,2018-12-31 23:54:00,48.5,-0.7,158.0,3,0.9817556265206813,1.0,1.0,7.744703590883972e-06,0.001022300873989801,0.0010377902811714579,7.744703590828461e-05,1.0
35228001,262536,2016-01-01 00:00:00,2018-12-31 23:54:00,48.59,-2.08,59.0,3,0.9980839416058395,0.0036528323734649204,0.003649023372032767,0.00022473108449894141,7.998903007588876e-05,8.379803150804221e-05,7.998903007588876e-05,8.379803150804221e-05
50514001,191801,2016-09-29 11:06:00,2018-12-31 23:54:00,48.725,-0.887,293.0,3,0.7291704683698297,1.0,1.0,0.00014077090317565766,1.0,1.0,8.341979447445969e-05,1.0
49173001,238175,2016-03-03 13:06:00,2018-12-31 14:00:00,47.518,0.01,92.0,3,0.9054706508515815,0.0024687729610580744,0.0024687729610580744,0.0001217592106643739,9.236905636611503e-05,9.236905636611503e-05,9.236905636611503e-05,1.0
