date,t_c,td_c,hu,psl_hpa,ff,u,v,precip,n_obs
2016-02-07 20:00:00,8.22,3.24,71.0,996.68,10.65,5.325,9.223,0.0,10
2016-02-07 21:00:00,7.611,4.156,78.889,995.044,10.478,3.584,9.846,0.2,9
2016-02-07 22:00:00,7.67,5.39,85.6,993.16,11.06,3.987,10.298,0.4,10
2016-02-07 23:00:00,8.7,6.28,84.9,991.42,13.3,6.01,11.816,0.0,10
2016-02-08 00:00:00,9.45,7.06,85.0,990.02,13.69,7.175,11.625,1.6,10
2016-02-08 01:00:00,8.85,7.01,88.2,989.49,12.03,8.506,8.131,4.9,10
2016-02-08 02:00:00,9.88,7.44,84.8,988.54,11.53,8.411,7.781,0.0,10
2016-02-08 03:00:00,9.87,5.92,76.5,988.11,11.21,8.85,6.71,0.2,10
2016-02-08 04:00:00,8.19,5.62,83.9,988.69,9.97,8.547,5.021,2.4,10
2016-02-08 05:00:00,8.39,5.25,80.6,988.37,9.16,7.064,5.68,0.0,10
2016-02-08 06:00:00,8.13,4.74,79.2,988.5,9.44,7.872,5.153,0.8,10
2016-02-08 07:00:00,7.86,4.34,78.4,988.59,9.78,7.492,6.286,0.0,10
2016-02-08 08:00:00,8.38,3.92,73.7,988.6,10.79,8.266,6.936,0.0,10
2016-02-08 09:00:00,8.89,3.61,69.6,988.74,12.96,10.727,7.19,0.0,10
2016-02-08 10:00:00,9.34,3.22,65.7,988.86,14.41,12.479,7.205,0.0,10
2016-02-08 11:00:00,9.989,3.978,66.222,989.122,13.978,11.792,7.436,0.0,9
2016-02-08 12:00:00,9.5,4.14,69.3,989.04,15.35,13.013,8.076,0.2,10
2016-02-08 13:00:00,9.94,3.82,65.8,988.92,16.59,14.367,8.295,0.2,10
2016-02-08 14:00:00,9.85,3.65,65.4,989.4,18.11,15.684,9.055,0.0,10
2016-02-08 15:00:00,9.97,3.61,64.7,990.09,17.66,15.421,8.558,0.0,10
2016-02-08 16:00:00,9.86,3.59,65.1,990.7,18.58,16.091,9.29,0.0,10
2016-02-08 17:00:00,9.9,3.64,65.1,992.0,17.49,15.666,7.631,0.0,10
2016-02-08 18:00:00,9.6,3.39,65.3,993.67,16.17,15.195,5.53,0.0,10
2016-02-08 19:00:00,9.5,3.26,65.1,994.73,15.46,14.528,5.288,0.0,10
2016-02-08 20:00:00,9.08,2.64,64.1,995.93,15.22,14.256,5.198,0.0,10
2016-02-08 21:00:00,8.87,1.89,61.7,996.71,13.37,12.564,4.573,0.0,10
2016-02-08 22:00:00,8.71,1.95,62.6,997.12,12.36,11.615,4.227,0.0,10
2016-02-08 23:00:00,8.5,1.58,61.8,997.49,11.07,9.749,5.187,0.0,10
2016-02-09 00:00:00,8.54,2.24,64.6,997.29,9.33,8.289,4.216,0.0,10
2016-02-09 01:00:00,7.7,3.66,75.9,996.92,8.9,7.248,5.002,0.0,10
2016-02-09 02:00:00,7.1,3.59,78.5,996.29,9.25,7.851,4.853,0.0,10
2016-02-09 03:00:00,7.42,3.51,76.3,995.4,8.43,7.574,3.629,0.0,10
2016-02-09 04:00:00,7.21,3.3,76.3,994.6,5.97,4.641,3.553,0.0,10
2016-02-09 05:00:00,6.93,3.82,80.6,993.11,4.83,1.874,4.404,0.0,10
2016-02-09 06:00:00,5.84,3.73,86.4,991.73,4.39,2.709,3.332,2.6,10
2016-02-09 07:00:00,5.33,3.82,90.2,989.98,1.41,-0.712,0.956,2.2,10
2016-02-09 08:00:00,5.49,4.11,91.1,987.55,2.46,-1.72,1.736,2.5,10
2016-02-09 09:00:00,5.06,3.59,90.2,985.52,1.94,-1.08,-0.888,1.4,10
2016-02-09 10:00:00,4.61,2.94,88.9,984.51,3.16,0.016,-3.125,2.2,10
2016-02-09 11:00:00,4.36,2.61,88.5,984.27,5.78,1.526,-5.524,2.0,10
2016-02-09 12:00:00,5.09,2.97,86.2,983.4,2.5,0.402,-2.375,0.0,10
2016-02-09 13:00:00,5.62,3.33,85.3,984.14,5.23,4.459,-2.609,0.2,10
2016-02-09 14:00:00,6.21,3.39,82.1,985.01,7.78,7.641,-1.337,0.0,10
2016-02-09 15:00:00,6.5,2.72,76.8,985.86,7.66,7.614,-0.531,0.0,10
2016-02-09 16:00:00,6.08,1.4,72.1,986.69,7.17,7.028,1.172,0.0,10
2016-02-09 17:00:00,5.61,0.18,68.1,987.43,6.03,5.757,1.722,0.0,10
2016-02-09 18:00:00,5.91,-0.31,64.4,988.12,6.94,6.554,2.251,0.0,10
2016-02-09 19:00:00,5.83,0.05,66.5,989.1,7.69,7.353,2.155,0.0,10
2016-02-09 20:00:00,5.84,0.4,68.3,989.54,8.11,7.987,1.408,0.0,10
2016-02-09 21:00:00,6.31,0.95,68.7,989.69,8.8,8.666,1.528,0.0,10
2016-02-09 22:00:00,6.53,0.77,66.7,990.02,9.54,9.395,1.657,0.0,10
2016-02-09 23:00:00,6.22,1.18,70.3,990.12,10.03,9.909,1.387,0.0,10
2016-02-10 00:00:00,5.72,1.14,72.6,990.29,9.82,9.795,0.288,0.0,10
2016-02-10 01:00:00,5.47,1.63,76.3,990.79,8.96,8.947,0.153,0.0,10
2016-02-10 02:00:00,5.29,1.96,79.1,991.23,8.87,8.844,0.292,0.0,10
2016-02-10 03:00:00,5.66,2.24,78.7,991.47,8.49,8.428,0.708,0.0,10
2016-02-10 04:00:00,5.64,2.34,79.4,991.76,8.59,8.459,1.492,0.0,10
2016-02-10 05:00:00,6.17,2.48,77.1,992.18,9.59,9.59,0.0,0.0,10
2016-02-10 06:00:00,6.17,2.45,76.9,992.82,9.9,9.9,0.0,0.0,10
2016-02-10 07:00:00,5.92,2.33,77.6,993.4,8.81,8.784,-0.299,0.0,10
2016-02-10 08:00:00,6.23,2.56,77.3,994.19,8.94,8.94,0.0,0.0,10
2016-02-10 09:00:00,6.49,2.95,78.3,994.86,8.53,8.36,-1.631,0.0,10
2016-02-10 10:00:00,6.71,2.97,77.0,995.59,8.15,7.988,-1.557,0.0,10
2016-02-10 11:00:00,7.12,3.29,76.7,996.3,6.88,6.805,-0.854,0.0,10
2016-02-10 12:00:00,7.17,2.55,72.4,996.87,6.27,5.815,-2.218,0.0,10
2016-02-10 13:00:00,7.31,2.55,71.7,997.49,5.38,5.15,-1.296,0.0,10
2016-02-10 14:00:00,7.32,2.9,73.4,998.13,5.68,5.524,-1.182,0.0,10
2016-02-10 15:00:00,6.78,3.5,79.6,998.92,4.51,3.777,-2.381,0.2,10
2016-02-10 16:00:00,6.76,3.08,77.6,999.63,4.12,3.478,-2.189,0.0,10
2016-02-10 17:00:00,6.2,2.09,75.1,1000.41,3.65,3.244,-1.624,0.0,10
2016-02-10 18:00:00,4.73,1.4,79.1,1001.24,2.34,2.207,0.613,0.0,10
2016-02-10 19:00:00,5.2,1.91,79.3,1001.76,2.64,1.876,1.808,0.0,10
2016-02-10 20:00:00,4.92,2.37,83.6,1002.27,3.14,2.972,0.698,0.0,10
2016-02-10 21:00:00,4.67,2.54,86.0,1002.96,3.81,3.747,-0.198,0.0,10
2016-02-10 22:00:00,5.09,1.39,77.1,1003.36,4.24,3.703,-2.054,0.0,10
2016-02-10 23:00:00,4.6,0.02,72.1,1003.86,4.02,3.567,-1.827,0.0,10
2016-02-11 00:00:00,3.53,-0.07,77.3,1004.23,3.58,3.35,-1.186,0.0,10
2016-02-11 01:00:00,3.0,0.1,81.3,1004.6,2.08,1.798,0.863,0.0,10
2016-02-11 02:00:00,2.46,-0.37,81.7,1004.83,2.13,1.959,-0.47,0.0,10
2016-02-11 03:00:00,2.53,-0.54,80.2,1004.83,1.73,1.528,0.546,0.0,10
2016-02-11 04:00:00,1.77,-0.99,82.0,1004.8,1.8,1.554,0.718,0.0,10
2016-02-11 05:00:00,1.15,-1.01,85.5,1004.93,2.37,0.782,2.231,0.0,10
2016-02-11 06:00:00,0.77,-1.13,87.1,1005.09,1.98,0.685,1.834,0.0,10
2016-02-11 07:00:00,1.09,-0.67,88.1,1005.3,1.4,0.615,1.228,0.0,10
2016-02-11 08:00:00,1.68,0.02,88.8,1005.43,0.67,0.428,0.494,0.0,10
2016-02-11 09:00:00,4.54,2.69,87.9,1005.32,1.82,1.392,1.133,0.0,10
2016-02-11 10:00:00,6.62,2.98,77.6,1005.41,2.03,1.198,1.63,0.0,10
2016-02-11 11:00:00,7.76,2.98,71.6,1005.25,3.27,2.475,2.093,0.0,10
2016-02-11 12:00:00,8.44,3.21,69.8,1004.92,3.46,2.234,2.622,0.0,10
2016-02-11 13:00:00,8.2,2.25,66.2,1004.64,3.08,1.57,2.602,0.0,10
2016-02-11 14:00:00,8.14,2.42,67.3,1004.44,3.0,1.279,2.636,0.0,10
2016-02-11 15:00:00,8.09,2.45,67.6,1004.43,3.88,1.255,3.641,0.0,10
2016-02-11 16:00:00,5.89,1.33,72.7,1004.44,3.22,0.544,3.123,0.0,10
2016-02-11 17:00:00,4.72,1.5,79.7,1004.56,3.23,0.349,3.199,0.0,10
2016-02-11 18:00:00,3.64,1.4,85.4,1004.5,2.64,-0.212,2.621,0.0,10
2016-02-11 19:00:00,3.02,1.22,88.0,1004.53,2.49,0.255,2.468,0.0,10
2016-02-11 20:00:00,3.12,1.2,87.4,1004.21,2.56,0.454,2.512,0.0,10
2016-02-11 21:00:00,3.08,1.4,88.6,1003.78,2.38,0.266,2.357,0.0,10
2016-02-11 22:00:00,2.57,1.3,91.4,1003.26,2.41,-0.549,2.325,0.0,10
2016-02-11 23:00:00,2.92,1.73,92.0,1002.68,2.54,-0.172,2.511,0.2,10
2016-02-12 00:00:00,2.7,1.45,91.5,1001.97,2.5,-0.247,2.472,0.0,10
2016-02-12 01:00:00,1.78,0.7,92.6,1001.34,2.13,-0.851,1.909,0.0,10
2016-02-12 02:00:00,2.05,1.14,93.9,1001.06,2.66,-0.261,2.63,0.0,10
2016-02-12 03:00:00,2.3,1.24,92.7,1000.49,2.92,-0.669,2.824,0.2,10
2016-02-12 04:00:00,1.47,0.37,92.6,999.42,2.46,-1.792,1.647,0.0,10
2016-02-12 05:00:00,1.57,0.67,94.0,998.53,3.49,-2.548,2.355,0.0,10
2016-02-12 06:00:00,1.54,0.64,94.0,998.08,3.67,-2.216,2.911,0.0,10
2016-02-12 07:00:00,1.91,1.17,94.8,997.79,4.8,-2.581,4.03,0.0,10
2016-02-12 08:00:00,2.7,1.67,93.0,997.28,5.34,-3.364,4.139,0.0,10
2016-02-12 09:00:00,3.39,1.6,88.1,996.88,5.8,-3.863,4.309,0.0,10
2016-02-12 10:00:00,4.2,1.93,85.2,996.41,5.75,-4.457,3.591,0.0,10
2016-02-12 11:00:00,4.13,1.62,83.8,995.77,6.61,-5.257,3.973,0.0,10
2016-02-12 12:00:00,4.78,1.45,79.1,994.96,6.49,-5.578,3.2,0.0,10
2016-02-12 13:00:00,5.14,1.36,76.6,994.35,6.75,-6.374,2.194,0.0,10
2016-02-12 14:00:00,4.95,1.25,77.0,994.17,5.61,-5.441,1.286,0.0,10
2016-02-12 15:00:00,5.43,1.87,77.7,994.33,4.21,-4.198,0.01,0.0,10
2016-02-12 16:00:00,5.19,1.85,79.0,994.57,3.36,-3.351,-0.108,0.0,10
2016-02-12 17:00:00,3.68,1.21,84.0,994.99,2.92,-2.902,-0.208,0.0,10
2016-02-12 18:00:00,3.11,0.81,85.0,995.37,3.01,-2.972,-0.434,0.0,10
2016-02-12 19:00:00,2.87,0.39,83.6,995.71,3.39,-3.349,-0.109,0.0,10
2016-02-12 20:00:00,1.57,-0.6,85.5,995.89,2.21,-2.101,0.522,0.0,10
2016-02-12 21:00:00,0.3,-1.2,89.6,996.28,1.67,-1.522,-0.647,0.0,10
2016-02-12 22:00:00,0.3,-1.09,90.1,996.18,1.36,-1.324,0.025,0.0,10
2016-02-12 23:00:00,0.11,-1.26,90.4,995.64,1.59,-1.128,1.092,0.0,10
2016-02-13 00:00:00,-0.39,-1.69,91.0,994.69,2.67,-2.509,0.913,0.0,10
2016-02-13 01:00:00,-0.21,-1.58,90.3,994.13,3.15,-2.849,1.298,0.0,10
2016-02-13 02:00:00,-0.61,-1.92,90.8,993.57,2.47,-2.038,1.351,0.0,10
2016-02-13 03:00:00,-0.92,-1.99,92.3,992.95,1.84,-1.208,1.377,0.0,10
2016-02-13 04:00:00,-0.03,-1.03,93.0,992.33,2.7,-2.153,1.614,0.0,10
2016-02-13 05:00:00,0.45,-0.66,92.0,991.16,2.97,-2.702,1.207,0.0,10
2016-02-13 06:00:00,0.68,-0.52,92.0,989.98,2.93,-2.555,1.387,0.0,10
2016-02-13 07:00:00,1.09,-0.11,92.0,988.74,3.6,-3.359,1.283,0.2,10
2016-02-13 08:00:00,1.68,0.39,91.1,987.52,4.6,-4.453,1.085,0.0,10
2016-02-13 09:00:00,2.1,0.85,91.5,986.46,5.01,-4.897,1.008,0.0,10
2016-02-13 10:00:00,2.69,1.49,92.0,985.32,5.87,-5.64,1.545,0.6,10
2016-02-13 11:00:00,2.88,1.68,92.0,984.62,6.69,-6.349,2.054,1.0,10
2016-02-13 12:00:00,2.91,1.68,91.7,983.49,7.19,-7.05,1.365,1.0,10
2016-02-13 13:00:00,3.03,1.83,92.0,982.53,7.71,-7.688,0.257,0.4,10
2016-02-13 14:00:00,3.41,2.14,91.4,982.2,7.43,-7.43,-0.0,0.0,10
2016-02-13 15:00:00,3.54,2.04,90.0,982.24,7.01,-6.925,-0.974,0.0,10
2016-02-13 16:00:00,3.6,2.14,90.2,982.46,5.74,-5.447,-1.765,0.0,10
2016-02-13 17:00:00,3.45,2.26,91.9,983.1,5.08,-4.796,-1.655,0.0,10
2016-02-13 18:00:00,3.37,2.48,94.0,983.68,4.49,-4.383,-0.923,0.0,10
2016-02-13 19:00:00,3.6,2.77,94.2,983.98,3.9,-3.601,-1.47,0.0,10
2016-02-13 20:00:00,3.74,2.54,92.0,984.46,2.59,-2.432,-0.051,0.2,10
2016-02-13 21:00:00,3.6,2.44,92.2,985.16,0.48,0.283,0.26,0.4,10
2016-02-13 22:00:00,3.56,2.78,94.6,985.54,1.27,1.26,0.12,0.6,10
2016-02-13 23:00:00,3.69,2.99,95.0,985.72,0.89,0.737,0.478,0.4,10
2016-02-14 00:00:00,3.74,3.06,95.2,985.96,0.72,0.668,0.252,0.2,10
2016-02-14 01:00:00,3.8,3.12,95.2,986.15,0.0,0.0,0.0,0.2,10
2016-02-14 02:00:00,3.77,3.08,95.1,986.5,0.09,0.069,0.058,0.0,10
2016-02-14 03:00:00,3.9,3.2,95.0,986.77,0.34,0.304,0.149,0.8,10
2016-02-14 04:00:00,4.03,3.21,94.3,987.16,2.76,-0.945,-2.139,1.0,10
2016-02-14 05:00:00,4.56,2.76,88.1,987.62,6.72,-4.024,-5.355,0.2,10
2016-02-14 06:00:00,4.51,2.41,86.1,988.22,7.97,-5.009,-6.185,0.2,10
2016-02-14 07:00:00,4.44,2.15,85.1,989.06,7.89,-5.17,-5.945,0.2,10
2016-02-14 08:00:00,4.81,1.89,81.3,989.75,7.19,-4.985,-5.144,0.0,10
2016-02-14 09:00:00,4.79,2.24,83.6,990.63,7.48,-4.458,-5.889,0.2,10
2016-02-14 10:00:00,5.32,2.15,80.1,991.69,6.44,-3.939,-5.027,0.2,10
2016-02-14 11:00:00,5.61,2.55,80.8,992.58,7.05,-3.621,-5.556,0.2,10
2016-02-14 12:00:00,4.53,2.8,88.6,993.54,7.07,-3.434,-6.017,0.8,10
2016-02-14 13:00:00,4.63,2.81,88.0,994.46,7.21,-4.669,-5.453,0.6,10
2016-02-14 14:00:00,4.7,2.49,85.6,995.58,10.33,-4.56,-9.204,0.2,10
2016-02-14 15:00:00,5.23,2.64,83.4,996.7,9.15,-3.754,-8.307,0.2,10
2016-02-14 16:00:00,4.98,2.37,83.3,997.95,7.48,-2.679,-6.662,0.4,10
2016-02-14 17:00:00,5.75,1.49,74.2,999.22,10.41,0.0,-10.41,0.0,10
2016-02-14 18:00:00,5.64,0.28,68.4,1000.63,10.31,0.349,-10.279,0.0,10
2016-02-14 19:00:00,5.31,1.47,76.4,1001.8,10.27,1.034,-10.08,0.0,10
2016-02-14 20:00:00,3.4,1.9,89.9,1003.2,9.27,-1.027,-9.086,2.8,10
2016-02-14 21:00:00,3.19,1.86,91.0,1004.33,8.86,-1.642,-8.166,1.4,10
2016-02-14 22:00:00,2.76,1.65,92.4,1005.71,8.71,-2.269,-8.25,3.9,10
2016-02-14 23:00:00,3.18,1.54,89.0,1006.94,9.99,-2.06,-9.659,3.0,10
2016-02-15 00:00:00,4.18,0.65,77.9,1007.91,11.28,-3.393,-10.482,0.2,10
2016-02-15 01:00:00,4.44,0.49,75.7,1008.98,11.02,-1.273,-10.712,0.0,10
2016-02-15 02:00:00,5.0,-1.38,63.5,1010.34,11.93,-3.072,-11.481,0.0,10
2016-02-15 03:00:00,5.16,-1.43,62.5,1011.83,10.9,-3.188,-10.387,0.0,10
2016-02-15 04:00:00,4.9,-1.12,65.2,1013.31,11.19,-3.065,-10.649,0.0,10
2016-02-15 05:00:00,3.97,0.38,77.8,1014.76,9.45,-3.919,-8.56,0.4,10
2016-02-15 06:00:00,4.79,-1.97,61.6,1015.85,11.13,-2.111,-10.913,0.0,10
2016-02-15 07:00:00,4.76,-2.39,60.1,1017.56,9.6,-2.805,-9.118,0.0,10
2016-02-15 08:00:00,4.49,0.31,74.4,1018.84,8.64,-1.131,-8.196,0.2,10
2016-02-15 09:00:00,3.91,1.48,84.2,1020.14,8.58,1.413,-8.351,0.4,10
2016-02-15 10:00:00,4.47,1.93,83.6,1021.36,8.76,-0.31,-8.491,0.6,10
2016-02-15 11:00:00,4.98,1.82,80.1,1022.39,9.9,0.48,-9.671,0.0,10
2016-02-15 12:00:00,4.98,2.41,83.6,1023.28,8.35,0.828,-8.233,0.8,10
2016-02-15 13:00:00,5.22,2.1,80.4,1024.12,8.27,-1.553,-7.956,0.6,10
2016-02-15 14:00:00,5.87,2.44,78.6,1024.91,8.08,0.165,-8.043,0.4,10
2016-02-15 15:00:00,4.56,1.7,81.8,1025.92,6.44,-1.672,-5.98,0.8,10
2016-02-15 16:00:00,4.71,1.73,81.1,1026.85,6.94,-1.727,-6.603,0.4,10
2016-02-15 17:00:00,5.05,1.49,77.9,1027.93,6.48,-0.831,-6.338,0.0,10
2016-02-15 18:00:00,4.94,1.06,76.1,1028.92,5.96,-1.053,-5.707,0.0,10
2016-02-15 19:00:00,4.52,1.14,78.8,1029.93,5.92,-2.311,-4.865,0.0,10
2016-02-15 20:00:00,2.95,0.76,85.5,1030.95,2.41,-1.022,-2.114,0.0,10
2016-02-15 21:00:00,3.17,0.52,82.9,1031.89,3.11,-0.033,-2.937,0.0,10
2016-02-15 22:00:00,3.51,1.5,86.6,1032.68,5.49,2.301,-4.743,1.8,10
2016-02-15 23:00:00,2.88,1.18,88.6,1033.29,3.35,1.718,-2.688,0.0,10
2016-02-16 00:00:00,3.41,1.59,87.8,1033.78,3.56,1.72,-3.087,0.0,10
2016-02-16 01:00:00,3.62,1.49,86.0,1034.03,3.26,-0.463,-2.804,0.0,10
2016-02-16 02:00:00,3.31,0.78,83.5,1034.05,2.06,-1.843,-0.489,0.0,10
2016-02-16 03:00:00,1.36,-0.22,89.3,1034.15,0.65,-0.439,0.477,0.0,10
2016-02-16 04:00:00,0.04,-0.92,93.3,1034.78,1.19,-0.159,1.006,0.0,10
2016-02-16 05:00:00,0.05,-0.69,94.7,1035.32,1.36,0.97,0.848,0.0,10
2016-02-16 06:00:00,-0.49,-1.18,95.1,1035.88,0.94,0.022,0.834,0.0,10
2016-02-16 07:00:00,-0.26,-0.89,95.7,1036.37,0.98,-0.194,0.954,0.0,10
2016-02-16 08:00:00,1.82,0.92,93.8,1036.69,0.67,-0.266,0.603,0.0,10
2016-02-16 09:00:00,3.79,1.2,83.4,1036.68,1.14,-0.738,0.858,0.2,10
2016-02-16 10:00:00,5.363,0.488,71.0,1036.8,1.862,-1.24,1.369,0.0,8
2016-02-16 11:00:00,5.84,-1.33,60.1,1036.91,2.58,-1.687,1.873,0.0,10
2016-02-16 12:00:00,6.31,-0.89,60.1,1036.41,2.22,-1.626,1.395,0.0,10
2016-02-16 13:00:00,6.97,-1.3,55.7,1035.7,0.94,-0.81,0.166,0.0,10
2016-02-16 14:00:00,6.99,-1.6,54.4,1034.98,1.03,-0.771,0.588,0.0,10
2016-02-16 15:00:00,6.34,-1.16,58.7,1034.4,1.79,-1.367,1.126,0.0,10
2016-02-16 16:00:00,4.72,-1.18,65.7,1033.8,2.74,-2.298,1.477,0.0,10
2016-02-16 17:00:00,2.85,-1.76,71.7,1033.58,2.98,-2.422,1.701,0.0,10
2016-02-16 18:00:00,2.23,-2.19,72.5,1033.65,2.42,-1.535,1.828,0.0,10
2016-02-16 19:00:00,0.91,-2.5,78.1,1033.7,0.15,-0.03,0.026,0.0,10
2016-02-16 20:00:00,-0.05,-2.28,85.0,1033.22,1.74,-1.526,0.768,0.0,10
2016-02-16 21:00:00,-0.04,-2.75,82.0,1032.24,2.85,-2.12,1.885,0.0,10
2016-02-16 22:00:00,-0.5,-3.29,81.4,1031.22,1.94,-1.224,1.502,0.0,10
2016-02-16 23:00:00,-1.01,-3.45,83.6,1030.44,1.84,-1.195,1.386,0.0,10
2016-02-17 00:00:00,-1.65,-3.79,85.2,1029.6,0.92,-0.663,0.624,0.0,10
2016-02-17 01:00:00,-1.8,-3.48,88.2,1028.68,2.08,-1.468,1.463,0.0,10
2016-02-17 02:00:00,-2.02,-3.74,88.0,1027.64,1.18,-0.831,0.829,0.0,10
2016-02-17 03:00:00,-2.31,-3.88,89.1,1026.66,1.66,-1.272,1.067,0.0,10
2016-02-17 04:00:00,-2.47,-4.11,88.6,1025.92,2.09,-1.501,1.443,0.0,10
2016-02-17 05:00:00,-2.43,-4.09,88.4,1025.02,2.55,-1.734,1.859,0.0,10
2016-02-17 06:00:00,-2.69,-4.32,88.7,1024.32,2.29,-1.649,1.577,0.0,10
2016-02-17 07:00:00,-2.35,-4.07,88.1,1023.67,2.03,-1.278,1.574,0.0,10
2016-02-17 08:00:00,-0.38,-3.27,80.8,1022.64,2.44,-1.265,2.074,0.0,10
2016-02-17 09:00:00,1.84,-5.17,64.0,1021.37,2.48,0.588,2.364,0.0,10
2016-02-17 10:00:00,3.01,-4.02,60.0,1020.18,4.27,1.453,3.946,0.0,10
2016-02-17 11:00:00,4.05,-5.062,51.5,1019.1,4.425,1.887,3.984,0.0,8
2016-02-17 12:00:00,4.8,-5.4,47.7,1018.2,3.86,1.06,3.674,0.0,10
2016-02-17 13:00:00,5.02,-5.09,48.1,1017.22,4.28,-0.554,4.221,0.0,10
2016-02-17 14:00:00,4.88,-5.3,47.8,1016.1,4.51,-0.935,4.401,0.0,10
2016-02-17 15:00:00,4.34,-4.83,51.4,1015.13,4.43,-0.554,4.369,0.0,10
2016-02-17 16:00:00,3.4,-3.97,58.7,1014.68,3.16,0.037,3.103,0.0,10
2016-02-17 17:00:00,2.03,-2.95,69.6,1014.35,2.67,-0.997,2.461,0.0,10
2016-02-17 18:00:00,1.56,-3.08,71.3,1014.24,2.74,-0.554,2.659,0.0,10
2016-02-17 19:00:00,2.16,-2.36,71.9,1013.69,3.3,0.615,3.172,0.0,10
2016-02-17 20:00:00,2.05,-2.15,73.6,1013.25,3.5,-0.325,3.462,0.0,10
2016-02-17 21:00:00,2.14,-2.12,73.4,1012.68,4.35,-0.59,4.274,0.0,10
2016-02-17 22:00:00,2.21,-2.09,73.2,1012.25,3.59,-0.032,3.512,0.0,10
2016-02-17 23:00:00,2.04,-1.96,75.0,1012.05,3.39,-0.467,3.339,0.0,10
2016-02-18 00:00:00,1.89,-1.95,75.8,1011.91,3.72,-0.153,3.696,0.0,10
2016-02-18 01:00:00,1.64,-1.78,78.1,1011.59,3.57,0.189,3.553,0.0,10
2016-02-18 02:00:00,1.42,-1.46,81.2,1011.45,3.77,0.403,3.735,0.0,10
2016-02-18 03:00:00,0.61,-0.62,91.6,1011.32,3.41,-0.122,3.399,0.0,10
2016-02-18 04:00:00,0.49,-0.35,94.3,1011.15,3.39,-0.297,3.364,0.0,10
2016-02-18 05:00:00,0.4,-0.24,95.6,1011.26,3.25,-0.507,3.206,0.0,10
2016-02-18 06:00:00,0.4,-0.06,96.7,1011.38,3.61,-0.443,3.571,0.0,10
2016-02-18 07:00:00,0.53,-0.11,95.6,1011.81,3.3,-0.573,3.25,0.0,10
2016-02-18 08:00:00,0.81,0.09,94.9,1012.31,3.06,-0.531,3.014,0.2,10
2016-02-18 09:00:00,1.21,0.54,95.3,1012.74,2.65,-0.46,2.61,0.8,10
2016-02-18 10:00:00,1.8,1.13,95.3,1013.25,2.31,0.146,2.276,1.0,10
2016-02-18 11:00:00,2.59,1.75,94.3,1013.64,3.79,2.179,3.075,1.2,10
2016-02-18 12:00:00,2.98,2.31,95.3,1013.55,4.44,3.022,3.179,0.8,10
2016-02-18 13:00:00,4.35,3.52,94.3,1013.63,4.42,2.32,-2.416,0.4,10
2016-02-18 14:00:00,5.05,3.68,90.8,1014.06,6.54,2.005,-6.188,0.2,10
2016-02-18 15:00:00,5.23,3.47,88.4,1014.54,7.24,3.509,-6.272,0.0,10
2016-02-18 16:00:00,5.34,3.24,86.4,1015.04,6.54,2.956,-5.81,0.0,10
2016-02-18 17:00:00,5.24,2.55,82.9,1015.85,5.67,2.835,-4.91,0.0,10
2016-02-18 18:00:00,5.19,1.07,74.8,1016.55,5.43,2.715,-4.703,0.0,10
2016-02-18 19:00:00,5.23,0.42,71.0,1017.03,5.28,2.64,-4.573,0.0,10
2016-02-18 20:00:00,4.96,0.77,74.3,1017.54,4.66,3.215,-3.329,0.0,10
2016-02-18 21:00:00,4.69,0.05,71.8,1017.94,4.74,3.104,-3.574,0.0,10
2016-02-18 22:00:00,4.11,-0.93,69.8,1018.24,4.25,3.041,-2.946,0.0,10
2016-02-18 23:00:00,3.01,-1.47,72.6,1018.57,3.52,2.868,-2.017,0.0,10
2016-02-19 00:00:00,1.95,-1.79,76.4,1018.74,2.47,2.213,-0.448,0.0,10
2016-02-19 01:00:00,1.43,-1.71,79.6,1018.75,2.31,1.645,1.6,0.0,10
2016-02-19 02:00:00,0.47,-1.52,86.6,1018.84,2.5,1.853,1.657,0.0,10
2016-02-19 03:00:00,0.81,-1.41,85.1,1018.81,2.21,1.301,1.777,0.0,10
2016-02-19 04:00:00,0.76,-1.4,85.5,1019.05,2.08,1.037,1.796,0.0,10
2016-02-19 05:00:00,0.02,-1.74,88.0,1019.29,1.99,0.983,1.723,0.0,10
2016-02-19 06:00:00,1.06,-0.94,86.5,1019.57,2.61,0.893,2.444,0.0,10
2016-02-19 07:00:00,0.95,-0.47,90.3,1019.71,2.06,0.784,1.89,0.0,10
2016-02-19 08:00:00,2.78,1.19,89.3,1020.08,2.59,1.08,2.343,0.0,10
2016-02-19 09:00:00,5.21,2.71,84.0,1020.28,3.11,1.386,2.748,0.0,10
2016-02-19 10:00:00,6.92,3.98,81.5,1020.64,4.2,2.311,3.489,0.0,10
2016-02-19 11:00:00,8.4,3.6,72.0,1020.05,6.75,4.339,5.171,0.0,2
2016-02-19 12:00:00,7.09,3.5,78.1,1020.02,6.37,4.201,4.742,0.0,10
2016-02-19 13:00:00,7.78,3.75,75.7,1019.45,6.47,3.882,5.15,0.0,10
2016-02-19 14:00:00,7.44,3.17,74.2,1018.92,7.38,3.898,6.245,0.0,10
2016-02-19 15:00:00,7.36,3.4,75.9,1018.62,6.6,3.309,5.689,0.0,10
2016-02-19 16:00:00,7.07,3.93,80.3,1018.09,5.17,2.1,4.704,0.0,10
2016-02-19 17:00:00,6.76,3.07,77.3,1017.81,5.45,2.632,4.763,0.0,10
