date,t_c,td_c,hu,psl_hpa,ff,u,v,precip,n_obs
2016-01-01 00:00:00,6.74,3.72,81.3,1021.57,3.97,3.511,1.417,0.0,10
2016-01-01 01:00:00,6.23,3.13,80.6,1022.54,3.55,3.516,0.093,0.0,10
2016-01-01 02:00:00,5.3,2.8,83.9,1023.31,2.19,2.096,0.103,0.0,10
2016-01-01 03:00:00,4.09,2.41,88.9,1023.68,2.14,1.62,1.048,0.0,10
2016-01-01 04:00:00,3.1,1.78,91.1,1023.86,1.81,1.172,1.315,0.0,10
2016-01-01 05:00:00,2.79,1.47,91.0,1024.26,1.73,0.782,1.518,0.0,10
2016-01-01 06:00:00,1.81,0.75,92.7,1024.15,0.42,0.173,0.356,0.0,10
2016-01-01 07:00:00,1.47,0.63,94.3,1024.08,1.4,-0.708,1.172,0.0,10
2016-01-01 08:00:00,2.04,1.34,95.0,1024.2,1.83,-0.777,1.637,0.0,10
2016-01-01 09:00:00,3.689,2.656,93.0,1023.978,2.089,-1.339,1.584,0.0,9
2016-01-01 10:00:00,5.07,3.36,88.9,1023.37,2.84,-2.155,1.833,0.0,10
2016-01-01 11:00:00,6.56,4.57,87.1,1022.26,4.59,-3.58,2.859,0.0,10
2016-01-01 12:00:00,6.42,4.47,87.3,1021.26,5.72,-4.017,4.042,0.0,10
2016-01-01 13:00:00,6.2,4.94,91.7,1020.17,6.02,-3.605,4.797,0.0,10
2016-01-01 14:00:00,6.75,4.99,88.7,1018.86,5.74,-4.446,3.59,0.0,10
2016-01-01 15:00:00,6.92,5.02,88.0,1017.98,5.08,-3.955,3.128,0.0,10
2016-01-01 16:00:00,7.24,5.24,87.0,1017.33,5.22,-3.549,3.805,0.0,10
2016-01-01 17:00:00,6.97,5.19,88.6,1015.83,5.98,-4.709,3.661,0.0,10
2016-01-01 18:00:00,6.8,5.26,89.8,1014.47,6.85,-5.744,3.693,0.0,10
2016-01-01 19:00:00,7.01,5.47,89.8,1013.46,6.8,-5.433,4.051,0.0,10
2016-01-01 20:00:00,7.2,5.32,88.1,1012.57,6.12,-4.688,3.934,0.0,10
2016-01-01 21:00:00,7.14,4.96,86.1,1011.25,6.68,-5.242,4.115,0.0,10
2016-01-01 22:00:00,7.22,4.42,82.5,1010.04,6.51,-4.987,4.185,0.0,10
2016-01-01 23:00:00,7.3,4.42,82.1,1008.89,6.32,-4.225,4.679,0.0,10
2016-01-02 00:00:00,7.05,4.8,85.7,1008.3,5.51,-3.542,4.221,0.0,10
2016-01-02 01:00:00,6.76,5.24,90.1,1007.36,5.6,-3.87,4.02,0.6,10
2016-01-02 02:00:00,6.7,5.51,92.1,1006.37,6.12,-4.241,4.381,0.8,10
2016-01-02 03:00:00,6.7,5.57,92.7,1005.67,5.54,-3.97,3.835,0.2,10
2016-01-02 04:00:00,6.66,5.54,92.8,1005.0,5.17,-3.832,3.451,0.0,10
2016-01-02 05:00:00,6.71,5.51,92.0,1004.48,4.61,-2.963,3.531,0.0,10
2016-01-02 06:00:00,7.19,5.87,91.4,1004.2,4.95,-2.542,4.24,0.0,10
2016-01-02 07:00:00,7.71,6.28,90.7,1003.88,5.06,-3.041,4.024,0.0,10
2016-01-02 08:00:00,8.22,6.56,89.2,1003.67,5.39,-2.845,4.563,0.0,10
2016-01-02 09:00:00,8.99,6.82,86.2,1003.44,5.08,-2.683,4.299,0.0,10
2016-01-02 10:00:00,9.97,6.86,81.0,1003.07,6.08,-2.168,5.672,0.0,10
2016-01-02 11:00:00,10.55,6.79,77.7,1002.77,6.45,-1.438,6.267,0.0,10
2016-01-02 12:00:00,10.81,6.81,76.5,1002.16,6.99,-1.668,6.762,0.0,10
2016-01-02 13:00:00,10.79,6.69,76.0,1001.65,7.12,-1.447,6.955,0.0,10
2016-01-02 14:00:00,10.36,6.6,77.7,1001.59,7.23,-0.985,7.144,0.0,10
2016-01-02 15:00:00,9.27,6.51,82.9,1001.37,6.8,-1.799,6.531,1.2,10
2016-01-02 16:00:00,8.93,7.07,88.0,1001.05,7.27,-1.354,7.111,0.6,10
2016-01-02 17:00:00,9.0,7.76,91.9,1000.79,6.39,-0.55,6.342,2.2,10
2016-01-02 18:00:00,9.79,8.64,92.5,1000.57,7.2,2.119,6.858,5.9,10
2016-01-02 19:00:00,10.59,9.61,93.6,1000.71,7.74,4.748,6.088,2.0,10
2016-01-02 20:00:00,10.94,9.77,92.5,1001.05,7.76,5.173,5.76,1.4,10
2016-01-02 21:00:00,11.17,9.67,90.6,1001.33,8.29,6.977,4.433,0.0,10
2016-01-02 22:00:00,11.19,9.05,86.8,1001.66,9.31,8.063,4.655,0.0,10
2016-01-02 23:00:00,11.02,8.65,85.3,1002.31,8.91,7.716,4.455,0.0,10
2016-01-03 00:00:00,10.53,8.29,86.0,1002.74,9.99,9.015,4.216,0.0,10
2016-01-03 01:00:00,10.01,7.87,86.6,1003.17,10.61,9.739,4.125,0.0,10
2016-01-03 02:00:00,9.94,6.92,81.5,1003.63,9.37,8.182,4.54,0.0,10
2016-01-03 03:00:00,9.81,6.03,77.3,1003.7,9.4,8.364,4.221,0.0,10
2016-01-03 04:00:00,9.35,5.57,77.3,1003.61,6.82,6.149,2.889,0.0,10
2016-01-03 05:00:00,8.86,4.7,75.2,1003.28,5.43,4.401,2.857,0.0,10
2016-01-03 06:00:00,8.29,5.41,82.1,1002.91,3.99,0.403,3.955,0.0,10
2016-01-03 07:00:00,7.54,5.03,84.2,1002.23,5.36,0.74,5.295,0.0,10
2016-01-03 08:00:00,6.81,3.66,80.3,1001.51,5.51,-0.597,5.458,0.0,10
2016-01-03 09:00:00,7.33,3.93,79.0,1000.59,5.69,-0.109,5.68,0.0,10
2016-01-03 10:00:00,7.57,4.31,79.7,999.19,5.92,-1.518,5.699,0.0,10
2016-01-03 11:00:00,7.54,4.77,82.7,997.45,6.55,-2.24,6.155,0.0,10
2016-01-03 12:00:00,7.54,5.4,86.3,995.31,7.65,-3.114,6.957,0.0,10
2016-01-03 13:00:00,7.79,5.75,86.8,993.36,7.46,-3.616,6.514,0.0,10
2016-01-03 14:00:00,7.89,5.91,87.2,991.69,7.32,-2.504,6.879,1.4,10
2016-01-03 15:00:00,7.51,5.68,88.2,989.65,8.24,-3.85,7.262,2.4,10
2016-01-03 16:00:00,7.44,5.72,88.9,988.21,7.51,-2.585,7.0,2.0,10
2016-01-03 17:00:00,7.82,5.88,87.6,987.13,7.2,-1.234,7.071,1.1,10
2016-01-03 18:00:00,7.8,6.02,88.6,986.41,5.9,0.29,5.875,0.2,10
2016-01-03 19:00:00,7.92,5.88,87.1,986.15,5.53,2.315,4.921,0.0,10
2016-01-03 20:00:00,7.6,5.45,86.3,985.83,4.16,0.722,4.097,0.0,10
2016-01-03 21:00:00,7.55,5.72,88.3,985.84,4.5,2.054,3.988,0.0,10
2016-01-03 22:00:00,7.65,5.77,87.9,985.93,4.53,2.459,3.787,0.2,10
2016-01-03 23:00:00,7.63,5.78,88.1,985.97,5.18,2.875,4.272,0.8,10
2016-01-04 00:00:00,7.16,5.27,87.8,985.94,3.21,1.352,2.898,0.0,10
2016-01-04 01:00:00,7.25,5.65,89.5,985.97,3.82,1.879,3.276,0.0,10
2016-01-04 02:00:00,7.08,5.31,88.6,986.07,4.06,1.837,3.606,0.0,10
2016-01-04 03:00:00,6.86,4.84,87.1,986.08,3.34,0.986,3.181,0.0,10
2016-01-04 04:00:00,7.42,5.48,87.6,986.09,4.55,2.292,3.838,0.0,10
2016-01-04 05:00:00,7.43,5.16,85.7,986.15,3.65,1.536,3.282,0.0,10
2016-01-04 06:00:00,7.56,6.16,90.8,986.08,3.24,1.123,3.029,0.8,10
2016-01-04 07:00:00,8.0,6.56,90.5,986.22,3.47,2.28,2.568,0.4,10
2016-01-04 08:00:00,8.04,6.28,88.7,986.51,3.97,0.78,3.856,0.0,10
2016-01-04 09:00:00,8.3,6.73,89.7,986.66,4.85,1.548,4.536,0.2,10
2016-01-04 10:00:00,8.88,6.91,87.3,986.62,6.61,3.305,5.724,0.2,10
2016-01-04 11:00:00,8.8,6.54,85.7,986.46,6.93,3.465,6.002,0.0,10
2016-01-04 12:00:00,8.74,6.38,85.2,986.19,6.88,2.699,6.304,0.4,10
2016-01-04 13:00:00,8.62,6.72,87.8,985.95,5.88,2.119,5.475,0.6,10
2016-01-04 14:00:00,9.09,6.4,83.2,985.75,6.8,3.109,6.025,0.4,10
2016-01-04 15:00:00,8.24,6.52,88.9,986.03,5.72,2.877,4.923,2.4,10
2016-01-04 16:00:00,8.29,6.58,89.0,986.01,5.43,2.034,4.788,2.5,10
2016-01-04 17:00:00,7.8,6.24,89.9,986.17,5.4,2.547,4.748,3.2,10
2016-01-04 18:00:00,7.96,6.26,89.0,986.3,5.79,2.664,5.122,0.6,10
2016-01-04 19:00:00,7.6,5.77,88.2,986.91,6.21,3.105,5.378,3.0,10
2016-01-04 20:00:00,6.97,5.48,90.2,986.92,2.32,0.63,2.19,1.2,10
2016-01-04 21:00:00,7.29,5.93,91.1,986.81,3.07,1.123,2.22,1.0,10
2016-01-04 22:00:00,7.48,5.67,88.4,986.68,1.92,-0.075,1.635,0.0,10
2016-01-04 23:00:00,7.88,5.49,84.8,986.53,4.2,1.069,4.035,0.0,10
2016-01-05 00:00:00,7.52,5.1,84.6,986.43,4.01,0.11,3.94,0.0,10
2016-01-05 01:00:00,7.17,4.86,85.4,986.39,4.7,0.585,4.649,0.0,10
2016-01-05 02:00:00,7.11,4.75,85.2,986.51,4.78,-0.0,4.78,0.0,10
2016-01-05 03:00:00,6.94,4.58,84.8,986.47,4.5,-0.0,4.5,0.0,10
2016-01-05 04:00:00,6.81,4.47,84.8,986.33,4.59,-0.083,4.583,0.0,10
2016-01-05 05:00:00,6.61,4.33,85.2,986.35,4.82,-0.0,4.82,0.0,10
2016-01-05 06:00:00,6.63,4.37,85.4,986.46,5.19,-0.637,5.134,0.0,10
2016-01-05 07:00:00,6.81,4.45,84.7,986.56,5.53,0.01,5.514,0.0,10
2016-01-05 08:00:00,7.25,4.76,84.2,986.9,5.85,-0.0,5.85,0.0,10
2016-01-05 09:00:00,7.73,5.09,83.3,987.23,6.36,-0.0,6.36,0.0,10
2016-01-05 10:00:00,8.14,5.44,83.0,987.58,6.16,-0.0,6.16,0.0,10
2016-01-05 11:00:00,8.56,5.7,82.3,987.68,5.43,0.573,5.38,0.0,10
2016-01-05 12:00:00,8.66,6.2,84.7,987.74,5.62,0.096,5.612,0.0,10
2016-01-05 13:00:00,8.67,6.62,87.0,987.74,5.21,-0.432,5.172,0.0,10
2016-01-05 14:00:00,8.91,6.3,83.7,988.07,4.77,0.17,4.755,0.0,10
2016-01-05 15:00:00,8.7,6.13,84.0,988.57,4.72,0.82,4.648,0.0,10
2016-01-05 16:00:00,8.34,6.01,85.3,989.07,4.78,0.142,4.753,0.0,10
2016-01-05 17:00:00,8.02,6.09,87.7,989.62,4.39,-0.149,4.377,0.0,10
2016-01-05 18:00:00,8.04,5.84,86.0,989.94,3.61,-0.73,3.528,0.0,10
2016-01-05 19:00:00,7.96,5.76,86.0,990.33,3.94,-0.743,3.864,0.0,10
2016-01-05 20:00:00,7.88,5.48,85.0,990.78,3.81,-0.328,3.781,0.0,10
2016-01-05 21:00:00,7.82,5.42,84.9,991.09,4.19,-0.118,4.18,0.0,10
2016-01-05 22:00:00,7.81,5.61,86.0,991.47,3.33,0.097,3.301,0.0,10
2016-01-05 23:00:00,8.01,5.75,85.7,991.64,3.69,0.109,3.668,0.0,10
2016-01-06 00:00:00,7.98,5.88,86.5,992.0,4.08,-0.57,4.03,0.0,10
2016-01-06 01:00:00,7.89,5.97,87.8,992.3,2.87,-0.361,2.838,0.0,10
2016-01-06 02:00:00,7.91,6.07,88.3,992.65,2.77,-0.177,2.755,0.0,10
2016-01-06 03:00:00,7.84,6.14,89.0,993.0,1.84,0.796,1.548,0.0,10
2016-01-06 04:00:00,7.48,5.92,89.7,993.1,2.45,0.835,2.201,1.6,10
2016-01-06 05:00:00,7.3,6.06,91.8,993.43,2.91,-0.379,2.818,2.0,10
2016-01-06 06:00:00,7.21,6.1,92.9,993.86,3.06,-0.824,2.935,0.6,10
2016-01-06 07:00:00,7.33,6.23,93.0,994.4,2.98,-0.639,2.882,0.0,10
2016-01-06 08:00:00,7.24,6.11,92.7,994.97,2.68,-0.274,2.656,0.0,10
2016-01-06 09:00:00,7.94,6.58,91.1,995.62,3.1,-0.486,3.057,0.0,10
2016-01-06 10:00:00,8.42,6.8,89.4,996.1,2.58,-0.334,2.545,0.0,10
2016-01-06 11:00:00,9.03,6.93,86.7,996.24,2.33,-0.277,2.293,0.0,10
2016-01-06 12:00:00,9.42,6.72,83.3,996.42,2.62,0.396,2.566,0.0,10
2016-01-06 13:00:00,9.6,6.76,82.3,996.51,2.24,-0.586,2.134,0.0,10
2016-01-06 14:00:00,9.59,6.39,80.5,996.74,2.09,-0.219,2.055,0.0,10
2016-01-06 15:00:00,9.01,5.89,80.9,996.91,2.0,-0.395,1.929,0.0,10
2016-01-06 16:00:00,7.75,5.66,86.7,997.42,1.43,-0.166,1.399,0.0,10
2016-01-06 17:00:00,6.81,5.2,89.6,997.46,1.76,-1.289,1.146,0.0,10
2016-01-06 18:00:00,6.29,5.23,92.8,997.01,2.33,-1.46,1.753,0.0,10
2016-01-06 19:00:00,6.79,5.66,92.7,996.64,2.55,-1.114,2.274,0.0,10
2016-01-06 20:00:00,6.48,5.44,93.2,996.01,2.22,-0.938,2.003,0.0,10
2016-01-06 21:00:00,5.83,5.01,94.4,995.88,2.41,-0.617,2.32,0.0,10
2016-01-06 22:00:00,6.02,5.37,95.5,995.89,2.3,-0.637,2.178,0.0,10
2016-01-06 23:00:00,6.51,5.61,94.0,995.62,3.03,-0.01,3.002,0.0,10
2016-01-07 00:00:00,6.59,5.27,91.4,994.99,3.69,-0.641,3.634,0.0,10
2016-01-07 01:00:00,6.2,4.68,90.0,993.31,3.51,-1.877,2.888,0.0,10
2016-01-07 02:00:00,6.12,4.75,90.9,992.65,4.15,-2.668,3.179,0.0,10
2016-01-07 03:00:00,6.14,4.76,90.9,991.74,4.21,-3.022,2.91,0.0,10
2016-01-07 04:00:00,6.72,5.06,89.2,990.01,4.94,-3.051,3.871,0.0,10
2016-01-07 05:00:00,7.13,5.11,87.1,988.44,5.77,-3.452,4.6,0.0,10
2016-01-07 06:00:00,7.49,4.81,83.3,986.88,7.37,-3.557,6.442,0.0,10
2016-01-07 07:00:00,7.18,5.1,86.8,985.58,7.78,-3.394,6.969,1.6,10
2016-01-07 08:00:00,7.1,5.3,88.5,984.8,7.15,-2.566,6.663,2.8,10
2016-01-07 09:00:00,7.28,5.52,88.7,983.92,7.74,-1.485,7.585,1.7,10
2016-01-07 10:00:00,8.19,6.93,91.8,983.39,6.41,1.512,6.031,1.2,10
2016-01-07 11:00:00,10.75,8.01,83.5,983.31,9.13,8.202,3.636,1.0,10
2016-01-07 12:00:00,11.2,7.0,75.5,983.38,11.19,10.212,4.478,0.0,10
2016-01-07 13:00:00,10.66,7.25,79.5,984.86,11.89,11.607,2.449,0.4,10
2016-01-07 14:00:00,8.88,5.0,76.6,988.01,15.63,15.47,-1.83,0.0,10
2016-01-07 15:00:00,8.15,2.94,69.9,990.99,14.14,13.925,-2.455,0.0,10
2016-01-07 16:00:00,7.72,1.53,65.0,993.13,12.13,11.963,-1.912,0.0,10
2016-01-07 17:00:00,7.49,1.33,65.0,994.53,10.02,9.99,0.342,0.0,10
2016-01-07 18:00:00,7.52,0.71,62.0,995.63,10.33,10.19,1.601,0.0,10
2016-01-07 19:00:00,7.26,0.48,62.1,996.92,9.78,9.645,1.539,0.0,10
2016-01-07 20:00:00,6.95,0.21,62.3,997.84,9.64,9.523,1.339,0.0,10
2016-01-07 21:00:00,6.74,0.25,63.3,998.49,9.57,9.425,1.662,0.0,10
2016-01-07 22:00:00,6.55,0.24,64.0,999.93,9.45,9.392,0.665,0.0,10
2016-01-07 23:00:00,6.26,-0.3,62.9,1000.67,8.53,8.53,0.0,0.0,10
2016-01-08 00:00:00,6.79,0.17,62.7,1001.41,7.82,7.714,1.216,0.0,10
2016-01-08 01:00:00,7.05,1.09,65.7,1001.78,7.5,7.352,1.43,0.0,10
2016-01-08 02:00:00,7.09,0.6,63.4,1002.26,7.08,6.972,1.229,0.0,10
2016-01-08 03:00:00,6.47,0.77,67.1,1002.33,5.08,5.003,0.882,0.0,10
2016-01-08 04:00:00,5.47,1.49,75.6,1002.32,3.15,2.681,1.081,0.0,10
2016-01-08 05:00:00,3.85,1.02,81.8,1002.36,2.76,-0.26,2.592,0.0,10
2016-01-08 06:00:00,5.5,3.43,86.5,1002.35,3.36,1.173,3.127,0.0,10
2016-01-08 07:00:00,5.59,3.74,87.9,1002.59,3.9,1.325,3.636,0.2,10
2016-01-08 08:00:00,5.78,3.72,86.7,1002.98,3.94,1.58,3.53,0.0,10
2016-01-08 09:00:00,6.05,2.93,80.5,1003.2,3.02,0.474,2.928,0.0,10
2016-01-08 10:00:00,7.38,2.55,71.4,1002.98,3.2,0.031,3.111,0.0,10
2016-01-08 11:00:00,8.53,1.62,61.9,1002.3,4.99,2.364,4.383,0.0,10
2016-01-08 12:00:00,8.76,1.7,61.2,1001.64,5.13,2.246,4.592,0.0,10
2016-01-08 13:00:00,9.07,2.02,61.3,1001.34,4.59,1.57,4.313,0.0,10
2016-01-08 14:00:00,9.07,2.35,62.9,1000.95,4.07,1.338,3.839,0.0,10
2016-01-08 15:00:00,7.68,2.69,70.7,1000.78,2.58,0.08,2.56,0.0,10
2016-01-08 16:00:00,6.18,2.83,79.2,1000.86,3.37,-0.061,3.365,0.0,10
2016-01-08 17:00:00,5.11,2.67,84.2,1000.99,2.48,-0.842,2.269,0.0,10
2016-01-08 18:00:00,5.21,3.31,87.6,1000.87,3.19,-1.319,2.892,0.0,10
2016-01-08 19:00:00,5.85,4.18,89.1,1000.84,3.4,-0.386,3.207,0.0,10
2016-01-08 20:00:00,6.83,4.93,87.7,1000.86,3.77,1.104,3.592,0.0,10
2016-01-08 21:00:00,6.46,4.74,88.7,1000.69,3.39,0.416,3.311,0.0,10
2016-01-08 22:00:00,6.33,4.54,88.3,1000.5,3.96,1.112,3.786,0.0,10
2016-01-08 23:00:00,5.54,4.03,90.0,1000.41,2.96,-0.299,2.934,0.0,10
2016-01-09 00:00:00,5.27,3.83,90.5,1000.3,3.54,-0.92,3.381,0.2,10
2016-01-09 01:00:00,4.11,2.67,90.4,999.99,2.94,-2.104,1.969,0.0,10
2016-01-09 02:00:00,3.64,2.72,93.7,999.69,2.92,-1.95,2.127,0.0,10
2016-01-09 03:00:00,5.3,4.39,93.8,999.3,3.17,-0.11,3.126,0.0,10
2016-01-09 04:00:00,6.16,5.0,92.2,998.65,3.57,-0.709,3.479,0.0,10
2016-01-09 05:00:00,6.61,5.02,89.6,998.23,3.87,-0.266,3.847,0.0,10
2016-01-09 06:00:00,6.16,4.71,90.6,997.82,2.64,-1.239,2.194,0.0,10
2016-01-09 07:00:00,7.16,5.74,90.7,997.58,4.6,-0.0,4.6,0.0,10
2016-01-09 08:00:00,7.19,5.92,91.6,997.49,5.09,-0.0,5.09,0.0,10
2016-01-09 09:00:00,7.38,6.08,91.5,997.67,4.08,0.019,4.043,0.0,10
2016-01-09 10:00:00,7.88,6.18,89.0,997.5,4.13,-0.356,4.099,0.0,10
2016-01-09 11:00:00,8.83,6.38,84.6,996.58,4.75,-0.469,4.709,0.0,10
2016-01-09 12:00:00,9.48,6.32,80.7,995.66,5.68,-0.0,5.68,0.0,10
2016-01-09 13:00:00,9.67,6.57,81.0,994.87,5.23,-0.441,5.191,0.0,10
2016-01-09 14:00:00,10.02,6.56,79.2,994.31,6.07,-0.0,6.07,0.0,10
2016-01-09 15:00:00,9.88,6.56,79.9,993.76,6.75,-0.344,6.72,0.0,10
2016-01-09 16:00:00,9.59,6.31,80.1,992.77,6.83,-0.834,6.757,0.0,10
2016-01-09 17:00:00,9.35,6.05,80.0,991.7,6.97,-2.167,6.608,0.0,10
2016-01-09 18:00:00,9.25,5.75,79.0,990.51,7.22,-3.281,6.406,0.0,10
2016-01-09 19:00:00,9.51,6.26,80.2,989.55,7.71,-1.841,7.458,0.4,10
2016-01-09 20:00:00,9.45,6.64,82.6,988.65,6.99,-1.089,6.895,0.2,10
2016-01-09 21:00:00,9.92,6.28,78.3,987.67,7.63,0.28,7.606,0.0,10
2016-01-09 22:00:00,10.03,6.17,77.0,987.27,7.47,1.297,7.357,0.0,10
2016-01-09 23:00:00,9.71,5.37,74.3,986.87,8.64,2.734,8.145,0.0,10
2016-01-10 00:00:00,8.87,4.13,72.3,986.64,9.1,3.992,8.141,0.0,10
2016-01-10 01:00:00,8.22,4.42,77.1,986.99,8.46,5.631,6.19,0.4,10
2016-01-10 02:00:00,6.3,3.58,82.8,987.75,7.52,6.798,3.066,2.6,10
2016-01-10 03:00:00,6.79,3.95,82.1,987.64,4.39,1.582,3.957,0.4,10
2016-01-10 04:00:00,7.74,4.79,81.7,987.41,7.21,3.314,6.38,0.4,10
2016-01-10 05:00:00,7.45,4.42,81.1,987.1,8.05,4.029,6.912,0.4,10
2016-01-10 06:00:00,7.68,3.78,76.5,987.28,9.13,5.62,7.168,0.0,10
2016-01-10 07:00:00,7.79,3.48,74.1,987.88,8.63,5.416,6.703,0.0,10
2016-01-10 08:00:00,6.82,3.47,79.5,988.58,7.25,4.984,4.203,1.4,10
2016-01-10 09:00:00,4.89,3.54,90.9,989.75,4.51,2.685,3.332,4.0,10
2016-01-10 10:00:00,5.1,4.14,93.4,989.66,3.59,-0.361,3.547,1.5,10
2016-01-10 11:00:00,5.62,4.35,91.5,989.15,2.64,1.087,2.072,3.2,10
2016-01-10 12:00:00,6.91,4.43,84.5,988.73,3.28,0.925,3.113,0.0,10
2016-01-10 13:00:00,8.28,4.5,77.1,988.22,7.45,3.614,6.503,0.0,10
2016-01-10 14:00:00,8.06,4.52,78.4,988.39,7.9,4.559,6.393,0.2,10
2016-01-10 15:00:00,7.65,4.47,80.4,988.83,4.86,2.774,3.674,0.2,10
2016-01-10 16:00:00,7.48,4.62,82.2,988.59,4.89,1.016,4.771,0.0,10
2016-01-10 17:00:00,7.74,4.95,82.6,988.96,4.87,1.222,4.68,0.6,10
2016-01-10 18:00:00,6.9,4.59,85.3,989.84,6.96,5.392,3.084,3.9,10
2016-01-10 19:00:00,5.98,3.31,83.1,990.18,7.68,5.93,3.593,0.8,10
2016-01-10 20:00:00,5.65,2.86,82.3,990.03,5.24,1.609,4.934,0.0,10
2016-01-10 21:00:00,5.17,3.19,87.0,990.37,4.23,0.712,4.146,0.0,10
2016-01-10 22:00:00,5.68,4.06,89.3,990.49,2.28,1.051,1.719,0.2,10
2016-01-10 23:00:00,5.11,3.3,88.1,990.02,2.47,-1.075,2.193,0.0,10
2016-01-11 00:00:00,3.97,2.38,89.3,989.15,1.98,-0.976,1.709,0.0,10
2016-01-11 01:00:00,3.94,2.52,90.5,988.28,3.29,-1.248,2.879,0.0,10
2016-01-11 02:00:00,4.29,2.71,89.6,987.27,4.75,-0.641,4.694,0.0,10
2016-01-11 03:00:00,4.35,2.95,90.5,985.97,3.29,-1.25,3.024,0.0,10
2016-01-11 04:00:00,4.44,3.04,90.5,984.77,3.95,-1.826,3.49,0.0,10
2016-01-11 05:00:00,5.1,3.75,91.0,983.85,5.3,-0.822,5.213,0.0,10
2016-01-11 06:00:00,6.02,4.48,89.9,983.29,5.07,-0.266,5.047,0.0,10
2016-01-11 07:00:00,6.03,3.73,85.2,982.66,5.96,-0.531,5.914,0.0,10
2016-01-11 08:00:00,5.9,3.65,85.5,982.43,4.63,-1.03,4.499,0.0,10
2016-01-11 09:00:00,6.59,4.39,86.0,982.28,4.67,-0.66,4.612,0.0,10
2016-01-11 10:00:00,7.42,5.05,84.9,982.08,5.57,0.146,5.511,0.0,10
2016-01-11 11:00:00,8.16,5.23,81.8,981.87,6.54,2.625,5.883,0.8,10
2016-01-11 12:00:00,7.74,5.2,84.0,981.63,6.47,3.715,5.267,0.0,10
2016-01-11 13:00:00,7.66,5.01,83.4,981.77,6.16,4.451,4.138,0.2,10
2016-01-11 14:00:00,8.01,5.39,83.6,982.22,5.6,5.085,2.206,0.2,10
2016-01-11 15:00:00,8.08,4.9,80.4,983.0,6.28,6.152,1.212,0.0,10
2016-01-11 16:00:00,7.7,4.84,82.2,983.74,4.38,4.313,0.761,0.0,10
2016-01-11 17:00:00,7.85,4.45,79.1,984.35,6.29,6.23,-0.194,0.0,10
2016-01-11 18:00:00,6.73,3.98,82.7,985.02,4.41,4.37,-0.453,0.0,10
2016-01-11 19:00:00,7.27,4.3,81.4,985.79,4.78,4.61,-1.038,0.0,10
2016-01-11 20:00:00,7.5,4.22,79.6,986.75,6.64,6.268,-2.165,0.0,10
2016-01-11 21:00:00,7.39,4.44,81.6,987.83,6.36,6.215,-0.985,0.0,10
2016-01-11 22:00:00,6.74,3.55,80.1,988.78,6.66,6.578,-0.936,0.0,10
2016-01-11 23:00:00,6.54,3.24,79.4,989.96,5.99,5.943,0.111,0.0,10
2016-01-12 00:00:00,6.31,3.75,83.6,990.72,5.25,5.212,0.434,0.0,10
2016-01-12 01:00:00,6.41,3.99,84.4,991.26,5.45,5.419,0.354,0.0,10
2016-01-12 02:00:00,6.61,4.09,83.9,992.11,6.66,6.61,0.0,0.0,10
2016-01-12 03:00:00,6.21,3.52,83.0,992.85,7.39,7.309,-0.92,0.0,10
2016-01-12 04:00:00,6.39,3.66,82.8,993.81,7.32,7.219,1.153,0.0,10
2016-01-12 05:00:00,6.24,3.37,81.7,994.22,7.57,7.537,0.382,0.0,10
2016-01-12 06:00:00,6.49,2.99,78.3,994.64,9.55,9.535,0.168,0.0,10
2016-01-12 07:00:00,6.43,2.39,75.3,995.36,8.76,8.723,0.424,0.0,10
2016-01-12 08:00:00,6.36,2.57,76.6,996.2,8.0,7.952,0.545,0.0,10
2016-01-12 09:00:00,6.79,2.61,74.6,996.81,7.76,7.713,0.538,0.0,10
2016-01-12 10:00:00,7.36,2.58,71.6,997.42,8.48,8.351,1.473,0.0,10
2016-01-12 11:00:00,7.74,2.51,69.4,997.43,9.26,9.119,1.608,0.0,10
2016-01-12 12:00:00,7.91,1.93,66.1,997.2,11.18,11.01,1.941,0.0,10
2016-01-12 13:00:00,7.55,2.06,68.1,997.49,10.49,10.331,1.822,0.0,10
2016-01-12 14:00:00,7.58,1.88,67.1,997.76,10.9,10.752,1.695,0.0,10
2016-01-12 15:00:00,7.64,2.3,68.8,998.19,10.49,10.408,0.936,0.0,10
2016-01-12 16:00:00,7.51,2.79,71.9,998.85,10.49,10.475,0.177,0.0,10
2016-01-12 17:00:00,7.17,2.99,74.6,999.63,9.97,9.894,-0.182,0.0,10
2016-01-12 18:00:00,6.99,2.77,74.4,1000.38,10.54,10.54,0.0,0.0,10
2016-01-12 19:00:00,7.15,2.91,74.3,1001.16,11.36,11.36,0.0,0.0,10
2016-01-12 20:00:00,7.07,2.81,74.2,1001.86,11.87,11.851,-0.222,0.0,10
2016-01-12 21:00:00,6.81,2.93,76.3,1002.99,12.47,11.998,-3.219,0.0,10
2016-01-12 22:00:00,6.86,3.17,77.5,1004.5,10.71,9.91,-3.993,0.0,10
2016-01-12 23:00:00,6.96,3.06,76.0,1005.94,11.36,10.259,-4.778,0.0,10
2016-01-13 00:00:00,6.82,2.91,76.0,1007.21,10.95,9.483,-5.475,0.0,10
2016-01-13 01:00:00,6.51,2.79,77.0,1008.45,10.85,9.396,-5.425,0.0,10
2016-01-13 02:00:00,6.42,2.73,77.1,1009.93,10.17,8.807,-5.085,0.0,10
